Name,Address,P.O.Box,Phone,Mobile,Email,Webpage,Fax,Country,City
Himali Children's Academy,Butwal,"26,Butwal","540094,544394,544368",,,,540146,,
Himali Higher Secondary School,Jhapa,,023-520201,,,,,,
Himanchal Boarding School,Airport,,522044,,,,,,
Himshikhar Boarding School,Kalanki,,4285264,,,sourcesNpabsan,,,
Himshrinkhala Academy,Nayapati,,4800589,,,,,,
Himshrinkhala Academy,Khusibu,,4360464,,,,,,
Hindu Vidyapeeth-Nepal,Dang,,"082-560465,560876",,,,,,
Hindu Vidyapeeth-Nepal,Balkumari,"6807,Ktm","5527924,5006125",,hvpn@wlink.com.np,www.hvpnepal.org,,,
Hindu Vidyapeeth-Nepal,Thali,,4450745,,,,,,
Holy Garden Boarding High School,Balaju,,"4350309,4350751",,,,,,
Holy Land International School,Dharan,,523962,,,,,,
Holy Vision Higher Secondary School,Tahachal,,"4270428,4270345,4272574",,holyvision@ymail.com,www.holyvision.edu.np,,,
Holyland International School,Bajagarha,,523962,,,,,,
Home Tution,Kalanki,977,9851040323,9851040323,thenyrazan@gmail.com,,,Nepal,	Kathmandu
Honour International School,Kirtipur,,4330932,,,,,,
Horizon Engilsh School,Dhapagal,,5549939,,,,,,
Horizon Public School,NayaBasti,,662185,,,,,,
House of Children,Mahankal,,4479535,,hochild@wlink.com.np,,,,
Ichangunarayan Academy,Tahachal,,4276061,,,sourcesNpabsansourcesNpabsansources,,,
Ideal English Higher Secondary School,Chabahil,,4470363,,,,,,
Ideal English School,DipNagar,,540884,,,,,,
Ideal Model Higher Secondary School,Jhamshikhel,,"5527703,5527278",,ims@idealmodel.edu.np,www.idealmodel.edu.np,,,
Ideal School,Ichangu,,2180209,,,sourcesNpabsan,,,
Ikeda International School,RabiBhawan,,4279878,,,,,,
Ilam Higher Secondary School,Ilam,,027-520162,,,,,,
Ilam Vidya Mandir,Ilam,,027-520667,,,,,,
Imperal World School,Lazimpat,,"4416719,4428810",,yogesh@iwschool.edu.np,www.iwschool.edu.np,,,
Imperial World School,Lazimpat,,"4428810,4416719",,kumar@iwschool.edu.np,www.fastrackids.com,,,
Inaruwa English Boarding School,Inaruwa,,560559,,,,,,
Indradhanush Boarding High School,Bhimsengola,,4476499,,indebs@wlink.com.np,,,,
Indrawati Public School,Ichangu,,2024122,,,,,,
Indrawati Public School,"Kumarigal,Boudha",,16219717,,,sourcesNpabsan,,,
Indreshwor Higher Secondary School,Panauti,,661322,,,,,,
Innovative English School,Buddhanagar,,4782412,,,,,,
Intellectual Academy,"Chabahil,Kumarigal",,4484327,,,,,,
Intensive International Academy,"Maru,Bhimsensthan",,"4265726,4261179",,info@intensive.edu.np,www.intensive.edu.np,,,
International Joseph School,Koteshwor,,4480033,,,sourcesNpabsan,,,
International Public Secondary School,"Mahendranagar,Kanchanpur",,"099-522622,524060",,msharmz@rediffmail.com,,,,
Ishaneshwor Pramod Higher Secondary School,Lamjung,,066-529321,,,,,,
J. B. Memorial English School,Dhapasi,"1773,Ktm",4354220,,tilingtar@yahoo.com,,,,
J. M. Academy,Siraha,,"033-520234,9852830163",,,,,,
Jagat Mandir Higher Secondary School,Chabahil,,"4488290,4481893",,jmandir@mail.com.np,,,,
Jagatsundar Bwonekuthi Sec. Hr. School,"Lakhutitha,Chagal",,4281261,,,,,,
Jagriti Academy,Kirtipur,,4333300,,,sourcesNpabsan,,,
Jagriti Primary School,Jadibuti,,6634138,,,,,,
Jagriti Secondary School,Khauma,,6613709,,,,,,
Jaljala Higher Secondary School,Nardevi,"3347,Ktm","4255521,4259659",,sr_maskey@hotmail.com,,,,
Jaljala Shisu Sadan High School,Nardevi,,"4259659,4255521",,,,,,
Jalpadevi Higher Secondary School,"Pakhribas,Dhankuta",,026-529129,,,,,,
Jana Adarsha Campus,"Thimi,Bhaktapur",,6633733,,grthimi@hotmail.com,,,,
Jana Adarsha Higher Secondary School,"Shivaganj,Jhapa",,023-529504,,,,,,
Jana Bhawana Campus,Chapagaon,,5570512,,,,4422100,,
Jana Chetana English School,Bhaktapur,"5525,Ktm",6631008,,,,,,
Jana Higher Secondary School,Surkhet,,083-520316,,,,,,
Jana Jagriti Higher Secondary School,Sindhuli,,047-521160,,,,,,
Jana Jyoti High School,Tahachal,,4285559,,,,,,
Jana Jyoti Madyamik Bidyalaya,ShankarNagar,,540622,,,,,,
Jana Kalyan Higher Secondary School,Lamjung,,066-529333,,,,,,
Jana Kalyan Higher Secondary School,Solukhumbhu,,038-621224,,,,,,
Jana Pradeep Higher Secondary School,Syanja,,063-529308,,,,,,
Jana Prakash Higher Secondary School,Simalchaur,,522287,,,,,,
Jana Sewa Secondary School,Kirtipur,,"4330880,4331982",,jss_panga@yahoo.com,,,,
Janabikash Higher Secondary School,Palpa,,075-529411,,,,,,
Janabodh Higher Secondary School,Gulmi,,079-529334,,,,,,
Janajyoti Higher Secondary School,Nawalparasi,,078-529509,,,,,,
Janajyoti Higher Secondary School,Rautahat,,055-529005,,,,,,
Janajyoti Higher Secondary School,Sarlahi,,046-501079,,,,,,
Janajyoti Higher Secondary School,Tanahu,,065-529329,,,,,,
Janajyoti Secondary Boarding School,Bardiya,,"084-520172,520336",,,,,,
Janak English Boarding School,"Gaur,Rautahat",,055-520733,,,,,,
Janakalyan Higher Secondary School,Salyan,,088-529112,,,,,,
Janakalyan Primary Vidyalay,Chhetrapati,"1970,Ktm",4251555,,,,,,
Janaki Awasiya Higher Secondary School,Janakpur,,520469,,,,,,
Janaki Madyamik Bidyalaya,Janakpur,,520191,,,,,,
Janapath Secondary School,Kalanki,,4274858,,,,,,
Janaprakash Higher Secondary School,"Kolti,Bazura",,097-540300,,,,,,
Janaprakash Higher Secondary School,Kaski,,529344,,,,,,
Janapriya Higher Secondary School,"Matala,Bajhang",,"092-420343,420357",,,,,,
Janapriya Madyamik Bidyalaya,Katahari,,523125,,,,,,
Janapriya Prasthabik High School,SimalChour,,520464,,,,,,
Janata High School,Shankarpur,,522531,,,,,,
Janata Higher Secondary School,Dhankuta,,529542,,,,,,
Janata Higher Secondary School,Nawalparasi,,078-539434,,,,,,
Janata Higher Secondary School,Siraha,,"033-529005,540023",,,,,,
Janata Higher Secondary School,Surkhet,,"083-529511,529552",,,,,,
Janata Higher Secondary School,Madhuwan,,560182,,,,,,
Janata Higher Secondary School,Janakpur,,522229,,,,,,
Janata Namuna Higher Secondary School,Morang,,"523078,522531",,,,,,
Janata Sanskrit Madhyamik Vidhyalaya,Dang,,082-521153,,,,,,
Jansewa Higher Secondary School,Morang,,525937,,,,,,
Jasmin English B. School,Tangal,,4431602,,,sourcesNpabsan,,,
Jaya Bageswori Higher Secondary School,"SurkhetRoad,Banke",,"520337,521386",,,,,,
Jaya Boarding School,MadhyapurThimi,,6631016,,,,,,
Jaycee Bal Sadan Secondary School,Biratnagar-17,,522377,,,,,,
Jaycees Secondary School,Indrayanipith,,"6611111,6618307",,,,,,
Jeelet School,Bijeshwori,,4284237,,,sourcesNpabsan,,,
Jeevan Jyoti Higher Secondary School,Solukhumbu,,038-621211,,,,,,
Jenial Modern Academy,Kapan,,4810105,,,sourcesNpabsan,,,
Jenias English School,Battishputali,,"4472356,2313157,4493631",,,sourcesNpabsan,,,
Jenyuyan Secondary Boarding School,Mooldokha-4,,6612651,,,,,,
Jesses's International Boarding School,Satungal,,4310481,,,,,,
Jhapa Adarsha Higher Secondary School,Jhapa,,023-520899,,,,,,
Jiri Higher Secondary School,"Jiri,Dolkha",,049-420150,,,,,,
JLC,NewBaneshwor,8973,4783664,,info@jlc.com.np,www.jlc.com.np,4783664,,
Joon English School,Byasi,,6612100,,,,,,
Joseph High School,Battishputali,,"4467173,4472356,2313157",,,sourcesNpabsan,,,
Jubilant College,Kalimati,26234,"4272725,4272511",,info@jubilantcollege.edu.np,www.jubilantcollege.edu.np,,,
Jubilant H. School,Bhimsenthan,,4260837,,,,,,
Jubiliant Higher Secondary School,Bhimsensthan,,4260837,,,,,,
Judhodaya Secondary School,Chhetrapati,,4260420,,,,,,
Junior Pioneers School,DurgaPath,,520603,,,,,,
Jwala Secondary English School,Kalimati,,4274822,,,,,,
Jyoti Academy,Dhapasi,,4372930,,sourcesNpabsan,,,,
Jyoti Higher Secondary School,Arghakhanchi,,077-429311,,,,,,
Jyoti Higher Secondary School,Udayapur,,035-421312,,,,,,
Jyoti Kunj Boarding School,RamBazar,,521505,,,,,,
Jyoti Secondary Boarding School,Syanja,,063-420390,,,,,,
Jyoti Secondary English School,"Buddhabare-9,Jhapa",,023-555043,,,,,,
K.S.H.S.B. Higher Secondary School,Dhanusha,,529011,,,,,,
Kabhre Secondary School,Banepa,,663560,,,,,,
Kabin Garden Academy,Kathmandu,,4484370,,,sourcesNpabsan,,,
Kadambari Memorial College of Science & Management,Sankhamul,15142KPC395,"2030346,4782982",,kmcollege@websurfer.com.np,,4787442,,
Kailash Academy,Sitapaila,,4358299,,,sourcesNpabsan,,,
Kailash Bodhi Secondary Boarding School,Boudha,"7755,Ktm",4820469,,kbschool@ntc.net.np,,4820870,,
Kakarbhitta Higher Secondary School,Jhapa,,023-556228,,,,,,
Kalanki English Medium School,Kalanki,,"4286856,4271435",,kems12@gmail.com,,,,
Kalika English School,Bhaktapur,,6612925,,,,,,
Kalika Higher Secondary School,Tanahu,,065-529312,,,,,,
Kalika Higher Secondary School,Rambazar,,549708,,,,,,
Kalika Himalaya Higher Secondary School,Rasuwa,,010-569260,,,,,,
Kalika Madyamik Bidyalaya,KalikaNagar,,540392,,,,,,
Kamal English Boarding High School,BalkhuChowk,,4283318,,kbhscollege@hotmail.com,www.kamalschool.edu.np,,,
Kamana Higher Secondary Boarding School,Gongabu,,4354966,,shreekamanaschool@hotmail.com,,,,
Kamana International College,"Banasthali,Dhungedhara",,"4880422,4880419",,,,,,
Kanchan Secondary Boarding School,Chapagaon,,5570531,,,,,,
Kanchanjangha Integrated Model School,Dallu,,4278377,,,,,,
Kanchanjunga Academy Higher Secondary School,Panchthar,,024-520167,,,,,,
Kanchanjunga Boarding School,Taplejung,,024-460205,,,,,,
Kanchanjunga Head-Start School,Jhamsikhel,,5537607,,,,,,
Kanchanjunga Higher Secondary School,"Budhabare,Jhapa",,023-529322,,,,,,
Kangaroo Kids,OldBaneshwor,,4480308,,kkids@vianet.com.np,,,,
Kanjirowa National School,Koteshwor,,"4602574,6915129",,,,,,
Kankai Higher Secondary School,Ilam,,027-529057,,,,,,
Kankarvitta Higher Secondary School,"Mechinagar,Jhapa",,023-562128,,,,,,
Kanti Ishwari Rajya Laxmi Madhyamik School,Pyafal,,4261901,,,,,,
Kanti Ishwori Shishu Vidhyalaya,Tripureshwor,,"4257977,4240404",,,,,,
Kantipur Academy,Jorpati,,"4487802,016203958",,,sourcesNpabsan,,,
Kantipur Academy,Sitapaila,,4302488,,,,,,
Kantipur English High School,Maharajgunj,,4412375,,kantipurschool@enet.com.np,,,,
Kantipur English School,Sitapaila,,"016203327,4301075",,,,,,
Kantipur Model School,Kalikasthan,,4432596,,,sourcesNpabsan,,,
Kantipur Vidyamandir,Dharmasthali,,4354321,,,sourcesNpabsan,,,
Kanya Mandir Higher Secondary School,Nhyokha,,4263960,,,,,,
Kanya Secondary School,Yetkha,,4261263,,,,,,
Kapilakot Higher Secondary School,Sindhuli,,047-520101,,,,,,
Karfok Vidhya Mandir Higher Secondary School,"Karfok,Ilam",,027-529020,,,,,,
Kasturi Higher Secondary School,Itahari,,"580184,580550",,,,,,
Kathmandu Baby Care Center,Tripureshwor,,4253315,,,,,,
Kathmandu Bernhardt Higher Secondary School,Tahachal,,"4270160,4270679",,bernhadt@wlink.com.np,www.bernhadt.edu.np,,,
Kathmandu Campus,Ratopul,,"2003830,2003831",,barsha@wlci.in,,,,
Kathmandu Central College (KCC),NewBaneshwor,,"4467468,2230027",,,,,,
Kathmandu Don Bosco Higher Secondary School & College,Balkumari,,4601004,,kdbc@mos.com.np,www.kathdonbosco.edu.np,,,
Kathmandu English School,"Naxal,Sanogaucharan",,4414369,,eduno1kes@gmail.com,,4441532,,
Kathmandu Institute of Science & Technology (KIST),Kamalpokhari,"3928,Ktm","4434990,4434178",,kist@info.com.np,www.kist.edu.np,,,
Kathmandu Int'l School,Bansbari,,9841313824,,,sourcesNpabsan,,,
Kathmandu KIDZEE Centre,KamalPokhari,,"4434415,9851068168",,,www.kidzee.com,,,
Kathmandu Model City School,Sankhamul,,"4787111,4782906",,schoolkmc@gmail.com,,,,
Kathmandu Model Higher Secondary School,Bagbazar,,"4242121,4242015",,,,,,
Kathmandu Model School,Shankhamul,"24726,Ktm","4782634,4782016",,"kmc@wlink.com,np",www.ktmmodelcollege.edu.np,4269774,,
Kathmandu New Castle School,Basundhara,,"4016530,2001104",,kncschool@gmail.com,,,,
Kathmandu Newa Kindergarten,Nayabazaar,,"9841226980,9841293006",,,,,,
Kathmandu Pragya Kunja School,"SangamChowk,Baneshwor",,"4488438,4464867",,pragyakunja@mail.com.np,,,,
Kathmandu School of Medical Technology,Bagbazar,,"4245537,4244142",,,www.ksmt.edu.np,4246837,,
Kathmandu Shichha Campus,Putalisadak,,4230240,,,,,,
Kathmandu University High School,Dhulikhel,"529,Banepa",663706,,kuhs@ku.edu.np,,490395,,
Kathmandu University High School,Banepa,"529,Banepa",490955,,kups@wlink.com.np,,,,
"Kathmandu University School of Science, Management",Dhulikhel,"6250,Ktm","661399,663199",,kusom@wlink.com.np,,,,
Kathmandu Valley College,Chhauni,"25129,Ktm","4271562,4272429",,kvc@wlink.com.np,www.kvc.edu.np,,,
Kathmandu Valley H.S. School,Maharajgunj,,"4016308,4016058",,kvs@htp.com.np,www.kvhss.edu.np,,,
Kathmandu Vidya Mandir,Mahankal,,4483597,,,,,,
Kathmandu Xavier's Public School,NewBaneshwor,,4469987,,,,,,
Kaushal English Boarding School,Manamaiju,,4025825,,,,,,
Kavre Madhyamik Vidhyalaya,Banepa,,"661133,662038",,,,,,
Kavya School,NewBaneshwor,,"4780214,4780310",,info@kavya.edu.np,www.kavya.edu.np,4784292,,
Kayeshwori Boarding School,Alapot,,4450311,,,,,,
Kendriya Vidyalaya,Lazimpat,1201,4411259,,principalkvkathmandu@gmail.com,www.kvkathmandu.com,4414202,,
Kenji International School,Subidhanagar,,4478878,,,,,,
Kerwani Higher Secondary School,Kharhani,,529599,,,,,,
Khwopa Higher Secondary School,Chyamasingh,,"6610932,6614336",,,,,,
Kids Care International,Chhauni,,4273760,,,,,,
Kids Care International Preschool,Jhamsikhel,"1415,Ktm",5522748,,info@kidscare.edu.np,www.kidscare.edu.np,4423724,,
Kids Gyan,Dillibazar,,4421667,,,,,,
Kidsland Montessori Based Pre School,"SanakhamulRoad,Newbaneshwor",4465,"6203990,9841957607",,kidslands@gmail.com,,,,
Kinder Planet Pre-School,Bishalnagar,,4414546,,,,,,
Kinder World,Jhamsikhel,,"5527294,5527952",,,,,,
Kinderpillar Preschool,"Bakhundol,Lalitpur,Kathmandu",,9851010450,9851010450,kathmandu1@kinderpillar.com,www.kinderpillar.com,,Nepal,
Kingdom Star English School,"Godavari,Tankhel",,5560667,,,,,,
Kings College,"OldBaneshwor,Pipalboat",8973,4471162,,info@kingscollege.edu.np,www.kingscollege.edu.np,,,
Kirti Secondary Boarding School,Kirtipur,,4330578,,,,,,
Kirtipur Madhyamik Bidhyalaya,Kirtipur,,"4330967,4334326",,,,,,
Kitini Higher Secondary School & College,Godawari,,5560564,,,,,,
KMC School,Baneshwor,,"4787111,4782906",,,,,,
Kopila English School,Siddhipur,,5581224,,,,,,
Koshi English School,Dharan-15,,522325,,,,,,
Koshi Saint James Residential Secondary School,Itahari,,"581620,9842020877",,,,,,
Koshi Vidhya Mandir,Biratnagar-13,,527007,,,,,,
Kotdevi Public English Sec. School,Jadibudi,,16209897,,,,,,
Kotihawa English Secondary School,"Madhawaliya-4,Rupandehi",,071-560276,,stamrit@wlink.com.np,,,,
Krishna Higher Secondary School,"Jhalari,Kanchanpur",,099-529190,,,,,,
Krishna Higher Secondary School,"Krishnapur-4,Kanchanpur",,099-529171,,,,,,
Krishna Prabha Primary School,Handigaun,,4438470,,,,,,
Krishnaratna Ganga Higher Secondary School,Chautara,,620142,,,,,,
Kritipur English B. School,Kritipur,,4332714,,krishnamand@yahoo.com,,,,
Kshireswor Janata Higher Secondary School,Dhanusha,,520107,,,,,,
Kshitiz English Boarding School,Bishalnagar,,"4418159,6224441",,,,,,
Kuleshwor Awash English School,KuleshworHeight,,4274117,,,,,,
Kuleshwor Madhyamik Bidhyalaya,Kuleshwor,,4279094,,,,,,
Kumari English Boarding School,Boudha,10556,"4470408,4466821",,info@kumari.edu.np,www.kumari.edu.np,,,
Kumari Memorial Girls High School,CampusRoad,,524355,,,,,,
Kumari Multiple Campus,Baudha,10556,"4466821,4470408",,info@kumari.edu.np,www.kumari.edu.np,,,
Kumari Shishu Sadan Boarding High School,"Kumarigal,Boudha",,4485237,,kumarishishu@yahoo.com,,,,
Kumbeshwor Technical School,"Kumbeshwor,Lalitpur",2181,"5537484,5539216",,kts@wlink.com.np,www.kumbeshwor.com,5534471,,
Kumudini Homes,Pokhara,,"524997,525390,521809",,,,,,
Kumudini Secondary School,Kalimati,"10512,Ktm",4279375,,,,,,
L. R. I. College,Kalankisthan,"4081,Ktm","4271188,4278515",,lri@enet.com.np,www.lrischool.edu.np,4302703,,
L.A. College of Management,Hattiban,"8322,Ktm",5250777,,info@lacm.edu.np,,5250888,,
Laboratory Higher Secondary School,Kirtipur,,"4330790,4331790",,,,,,
Laboratory Madhyamik Vidhyalaya,Dharan-8,,522948,,,,,,
Laligurans English School,Swoyambhu,,4270695,,,,,,
Lalitpur College,Kupondole,,"5524284,5522535",,info@lalitpurcollege.edu.np,www.lalitpurcollege.edu.np,5521219,,
Lalitpur Madhyamik Vidyalaya (LMV),Lagankhel,10668,"5522704,5526704",,lmv@wlink.com.np,www.lmv.edu.np,,,
Land Mark Educational School,Gothatar,,6630456,,,,,,
Lasana Pre-Primary School,Gongabu,,4353191,,lasanapre@hotmail.com,,,,
Laxmi Ballvanarsingha Higher Secondary School,Saptari,,031-520630,,,,,,
Laxmi Higher Secondary School,Danighat,,027-523037,,,,,,
Laxmi Higher Secondary School,Jhapa,,023-520207,,,,,,
Laxmi Shikshya Sadan Secondary School,Teku,,4256218,,,,,,
Learining Realm International School,Kalankisthan,,"4271188,4278515",,lri@enet.com.np,www.lrischool.edu.np,,,
Lekhani Higher Secondary School,Baglung,,068-520398,,,,,,
Lily Flower School,Baneshwor,,"4469789,4477838",,,sourcesNpabsan,,,
Lincoln College,Gongabu,,"4382774,4363024/25",,,,,,
Lincoln School,RabiBhawan,"2673,Ktm",4270482,,,www.lsnepal.com,4272685,,
Lisha Secondary School,Bhaktapur,,6610902,,,,,,
Little Angel's Secondary School,Nawalparasi,,078-520227,,,,,,
Little Argho School,Ekantakuna,8322Ktm,5535401,,las@wlink.com.np,,,,
Little Blooms School,Gatthaghar,,6632987,,,,,,
Little Blosam Academy,Baluwatar,,4411009,,,sourcesNpabsan,,,
Little Budda English School,Samakhusi,,9851085401,,,sourcesNpabsan,,,
Little Budda's Academy,Handigaun,,4431437,,,sourcesNpabsan,,,
Little Candy day care and preschool,"Sanepa-2,ringroad",,15539258,9851155718,info@littlecandypreschool.com,www.littlecandypreschool.com,,Nepal,
Little Children Academy,Shantinagar,,4472905,,,sourcesNpabsan,,,
Little Climbers' English School,IchanguNarayanVDC-6,,4890994,,lce_school@hotmail.com,,,,
Little Flower High School,Maitidevi,,4417970,,,,,,
Little Heart Boarding School,Dharan,,521400,,,,,,
Little Moon School,Handigaun,,"4431779,4351365",,,sourcesNpabsan,,,
Little Rose Boarding High School,Maharajgunj,,4721602,,,,,,
Little Star English School,Thecho,,5571946,,littlestarthecho@gmail.com,,,,
Little Stars Academy,Satungal,,4310562,,littlestaracademy@yahoo.com,,,,
Little Step International Academy,Simalchour,,"524459,523261,531965",,lsiacademy@wlink.com.np,,,,
Loard Buddha Academic,Baneshwor,,4472309,,,sourcesNpabsan,,,
Lok Smriti School,Gwarko,,5530120,,,,,,
Lokpriya Higher Secondary School,Manang,,066-449322,,,,,,
Lopala Secondary School,Budhanilkanth,,4370962,,,sourcesNpabsan,,,
Lord Buddha Secondary School,Boudha,,4470057,,,,,,
Lotus Boarding School,Bakhundole,"13209,Ktm","5525821,5529415",,lbschool@wlink.com.np,,,,
Lotus Eye Tini Tots School,Tinpana,,4311888,,,sourcesNpabsan,,,
Lotus Primary School,Chabahil,,4486220,,,,,,
Lotus Vidya Vihar,ZeroPoint,,525260,,,,,,
Lovely Angels School,Chabahil,,2071865,,,sourcesNpabsan,,,
Loyalty Academy,Mandikhatar,,"4378327,4375737",,info@loyalty.edu.np,,,,
Loyola Deshbhakta School,OldBaneshwor,,4471116,,info_loyolahsschool.edu.np,,,,
LRI College,Kalankisthan,,"4271188,4278515,4276170",,lri@enet.com.np,,97714302703,,
LRI School,Baneshwor,,2304217,,,,,,
Lunar Eng. Boarding School,Sukedhara,,2307821,,,sourcesNpabsan,,,
Lunar English Boarding School,Gongabu,,4355302,,,,,,
Lyceum Model School,Sifal,,4481383,,,,,,
Lycium Model School,Baneshwor,,2054299,,,sourcesNpabsan,,,
Maatri Shishu Vidhyalaya,Jawalakhel,"4631,Ktm","5543534,9741196439",,shishumaatri@hotmail.com,,,,
Machhapuchhere Higher Secondary School,Nagdada,,529303,,,,,,
Machhapuchhre International School,Kusunti,,"5530425,5530424",,,,,,
Machhindra Higher Secondary School,Morang,,539445,,,,,,
Machindranath Higher Secondary School,"Khanikhola,Dhading",,"010-529183,529120",,,,,,
Magus English School,Kritipur,,4333096,,mesedu@yahoo.com,,,,
Maha Laxmi English School,Phutang,,4026177,,,,,,
Maha Manjushree Higher Secondary School,Sitapaila,,4303044,,,,,,
Mahabir Janata Higher Secondary School,"Haripur,Sarlahi",,046-529600,,,,,,
Mahakabi Devkota Higher Secondary School,Nawalparasi,,078-570230,,,,,,
Mahamaya Bhawani Higher Secondary School,Rupandehi,,529552,,,,,,
Mahan Siddartha School,Kapan,,"4359546,4464723",,,,,,
Mahan Siddhartha High School,"Kumarigal,Chabahil",,4114176,,ms@msschool.edu.np,,,,
Mahankal Janajagriti Secondary School,Galfutar,,4373272,,,,,,
Maharshi Balmiki Higher Secondary School,Rautahat,,055-520104,,,,,,
Maharshi Vidyapith Nepal,Boudha,,4479676,,,sourcesNpabsan,,,
Mahavir Janata Higher Secondary School,Sarlahi,,046-529600,,,,,,
Mahendra Aadarsha Higher Secondary School,Gulmi,,079-529377,,,,,,
Mahendra Adarsha Vidyashram,Satdobato,,"5521486,5550598",,,,,,
Mahendra Bhawan Higher Secondary Boarding School,"Sanogaucharan,Gyaneshwor","1393,Ktm",4414380,,mbhsbs@hotmail.com,www.mahendrabhawan.edu.np,4414380,,
Mahendra Bidhyabodh Higher Secondary School,Argakhanchi,,077-429414,,,,,,
Mahendra Buddha Secondary School,Bouddha,,4470364,,,,,,
Mahendra Higher Secondary School,Dadeldhura,,096-420159,,,,,,
Mahendra Higher Secondary School,Gulmi,,079-520195,,,,,,
Mahendra Higher Secondary School,"Khalanga,Darchula",,093-420165,,,,,,
Mahendra Higher Secondary School,Nepalgunj,,520274,,,,,,
Mahendra Madhyamik Vidyalaya,DevkotaChowk,,522858,,,,,,
Mahendra Memorial English School,Duhabi,,540032,,,,,,
Mahendra Vidhyashram,Barahisthan-16,"81,Bkp","6612548,6611664",,mva@enet.com.np,,,,
Mahendrajyoti Higher Secondary School,Parbat,,067-420120,,,,,,
Mahendrodaya Higher Secondary School,Khotang,,036-421207,,,,,,
Mahendrodaya Higher Secondary School,"Manthali,Ramechhap",,048-529317,,,,,,
Mahendrodaya Higher Secondary School,"Salyan,Solukhumbu",,038-621215,,,,,,
Maisthan Bidyapith High School,Maisthan,,522181,,,,,,
Maitidevi Boarding High School,"Dilibazar,Maitidevi",,4417235,,mdschool@wlink.com.np,,,,
Maitri School,Chhauni,,4270675,,maitri@infoclub.com.np,www.maitrischool.edu.np,,,
Maiwakhola Higher Secondary School,Taplejung,,024-469004,,,,,,
Malika English School,"Dhangadi,Kailali",,091-522600,,,,,,
Malika Higher Secondary School,Gulmi,,079-529411,,,,,,
Malika Higher Secondary School,"Martadi,Bazura",,097-540311,,,,,,
Malpi International School,HeritagePlazaII,"15116,Ktm",4240159,,mis@mos.com.np,www.malpi.edu.np,4241217,,
Malpi International School,Panauti,,"662020,662080",,,,,,
Malpi Primary School,Baluwatar,,4411458,,,,,,
Mamata Vidya Sadan,Kupondole,,5525759,,,,,,
Manak Children's Paradise,Koteshwor,,4991512,,,,,,
Manakamana Boarding School,Nadipur,,"521697,523765",,nandagarbuja@hotmail.com,,,,
Manakamana Boarding School,Gorkha,,064-520203,,,,,,
Manakamana Higher Secondary School,Jorpati,,4911188,,,,,,
Manakamana Higher Secondary School,Birtamod,,023-541270,,,,,,
Manamohan Memorial Higher Secondary School,Sorakhutte,"19371,Ktm",4360271,,,,,,
Manasalu Public Higher Secondary School,NayaBazar,,4360634,,mlpschool@mail.com.np,,,,
Mangal Secondary School,Kirtipur,,4330544,,,,,,
Mangala Higher Secondary School,Lamjung,,066-529330,,,,,,
Mangala Higher Secondary School,Myagdi,,069-529302,,,,,,
Mangaldeep Secondary School,Bouddha,,4472007,,,,,,
Manilek Higher Secondary School,"Melauli,Baitadi",,095-529344,,,,,,
Manjari High School,Golfutar,,4371337,,,,,,
Manju Gyokshya  School,Kavresthali,,9841269355,,,sourcesNpabsan,,,
Manjushree Secondary Boarding School,Dhobighat,,5527174,,,,,,
Manjushree Secondary Boarding School,Sainbu,8975EPC828,5590805,,,,,,
Manmohan Memorial School,KhadkaBhadrakali,,4370303,,,,,,
Manohar Janata Hiher Secondary School,Morang,,539908,,,,,,
Manoram Boarding School,KatunjeMarg,,6617517,,maheshgumanjumg@yahoo.com,,,,
Maria Montessori House,Sanepa,,5527481,,,,,,
Maridian International School,Baluwatar,,4415860,,,,,,
Marigold English Boarding School,Balkot,,6632562,,blshrestha62@hotmail.com,,,,
Marigold School,PuranoBazar,"47,Dharan",521159,,,,,,
Martres Memorial School,Gongabu,,4354462,,,sourcesNpabsan,,,
Martyrs' Memorial Boarding School,Gyaneshwor,"751,Ktm","4414412,4423151",,,,,,
Martyrs' Memorial English School,"Biratnagar-13,Tintolia",,523165,,,,,,
Marvellous English Boarding School (Hostel),Ghattekulo,,"4442890,016222191",,mebsschod@gmail.com,www.mebs.edu.np,,,
Mary Gold English Boarding School,Reshamkothi,,522574,,,,,,
Mary Poppings Pre-primary school,Thapathali,,4256857,,,,,,
Matribhumi Boarding School,"Saraswotikhel,Bhaktapur",,9841049664,,,,,,
Mauwakhola Higher Secondary School,"Dhungeshanghu,Taplejung",,024-469004,,,,,,
Maya Children School,Talchikhel,"13972,Ktm",5541657,,anilrai@enet.com.np,,,,
Maya Lok Vidya School,Chhetrapati,,4242717,,,,,,
Mayur Boarding School,Dhangadhi,,091-522600,,,,,,
Mechi Secondary School,"Damak,Jhapa",,"023-580139,520899",,,,,,
Meera Boarding School,Tinchule,,4820538,,,sourcesNpabsan,,,
Mentor Model Academy,Gongobu,,4359253,,,sourcesNpabsan,,,
Meridian International School,Baluwatar,,4415860,,,,,,
Merry Gold English B. School,Butwal,,45702,,,,,,
Merry Land Higher Secondary School,Morang,,526715,,,,,,
Merry Land Higher Secondary School,Arubari,,"2074435,9841410737",,,sourcesNpabsan,,,
Merygold English Boarding School,NayaBazar,,521900,,,,,,
Metro Hr. Sec. School,ThapaGuan,,"4472385,4474114",,,,,,
Metropolitan Higher Secondary School,NewBaneshwor,"21436,Ktm",4474114,,metropolitan10@yahoo.com,www.metrocollege.edu.np,,,
