Name,Address,City,Country,Phone,P.O.Box,Email,Mobile,Webpage,Fax,Updatedon
Lumbini Medical College Teaching Hospital Ltd.,"Tansen-11,Prabhas",Palpa,Nepal,"075-411201,4112002",,imcpalpa@gmail.com,,www.lmc.edu.np,	075-411205,2017-01-31
M. R. M. College,Balaju,Kathmandu,Nepal,"00977-1-4361486,4360969",,info@mrmcampus.edu.np,,,,2015-11-08
Machhapuchchhre Siksha Campus,Pokhara,Pokhara,Nepal,061-529303,,,,,,2009-11-07
Madan Bhandari Memorial College,BInayaknagar,Kathmandu,Nepal,00977-1-4464775,"5640,Ktm",mbmcollege@wlink.com.np,,www.mbmc.edu.np,,2009-11-07
Madhyamanchal Regional Engineering College,Dashrathnagar,Janakpur,Nepal,"041-521991,620345",,mrec.jnk@gmail.com,,,	041-527122,2011-05-19
Madhyamanchal Regional Engineering College,"Dhanusha,Dashrathnagar-08",Janakpur,Nepal,521991,,mrec.jnk@gmail.com,"9744002481,9804850345",www.mrec.edu.np,,2017-07-14
Mahakali Campus,Kanchanpur,Kanchanpur,Nepal,099-529212,,,,,,2009-11-07
Maharaja Agrasen Faculty of Management,KediaSewaGram,Birgunj,Nepal,"528793,522092,522297","20,Birgunj",kedia@atcnet.com.np,,,	522056,2009-11-07
Mahendra Bindeshwori Campus,Rajbiraj,Saptari,Nepal,031-520292,,,,,,2009-11-07
Mahendra Campus,Baglung,Baglung,Nepal,520113,,,,,,2009-11-07
Mahendra Morang Multiple Campus,Morang,Biratnagar,Nepal,"021-522916,526791,525436",,,,,,2009-11-07
Mahendra Multiple Campus,Baglung,Baglung,Nepal,068-520113,,,,,,2009-11-07
Mahendra Multiple Campus,Dang,Dang,Nepal,082-560035,,,,,,2009-11-07
Mahendra Multiple Campus,CollegeRoad,Dharan,Nepal,"520150,521546",,,,,,2009-11-07
Mahendra Multiple Campus,Nepalgunj,Nepalgunj,Nepal,"081-520278,525578",,,,,,2009-11-07
Mahendra Ratna Campus,Tahachal,Kathmandu,Nepal,"00977-1-4271728,4271729","1048,Ktm",,,,,2009-11-07
Mahendra Ratna Multiple Campus,Ilam,Ilam,Nepal,027-520020,,,,,,2009-11-07
Mahendra Sanskrit Research Centre,Basantapur,Kathmandu,Nepal,00977-1-4247445,,,,,,2009-11-07
Mahendra Sanskrit University,Dang,Dang,Nepal,082-520965,,,,,,2009-11-07
Mahendra Sanskrit University,Basantapur,Kathmandu,Nepal,"00977-1-4221510,4247445,4247490","5003,Ktm",,,,	00977-1-4221510,2009-11-07
Mahendranagar Medical College,Mahendranagar,Kanchanpur,Nepal,"099-524949,524514",,,,,,2009-11-07
Mahendranagar Medical College,KathmanduOffice,Kathmandu,Nepal,"00977-1-4270237,2080151","3184,Ktm",,,,,2009-11-07
Mahendrodaya Campus,Ramechap,Ramechhap,Nepal,048-520321,,,,,,2009-11-07
Mahesh Sanskrit Gurukulam Vidhyapeeth,Devghat,Palpa,Nepal,075-529418(PCO),,,,,,2009-11-07
Makwanpur Multiple Campus,Hetauda,Hetauda,Nepal,520620,,,,,,2009-11-07
Malpi International College,Baluwatar,Kathmandu,Nepal,"00977-1-4442066,4442067,4442068",8975EPC4073,mic@mos.com.np,,www.mic.edu.np,	00977-1-4442069,2009-11-07
Management Campus,Biratnagar,Biratnagar,Nepal,021-524752,,mgcampus@ccsl.com.np,,,,2009-11-07
Management Development Campus,Anamnagar,Kathmandu,Nepal,"00977-1-4224475,4240475",,man@man.org.np,,www.man.org.np,,2009-11-07
Manamohan Memorial College,Sorakhutte,Kathmandu,Nepal,"00977-1-4360271,2090603","19371,Ktm",manamohan@mos.com.np,,,,2009-11-07
Manaslu National College,Nayabazar,Kathmandu,Nepal,"00977-1-4360634,4352518",,,,,,2009-11-07
Mangalodaya Multiple Campus,Thankot,Kathmandu,Nepal,00977-1-4312101,,,,,,2009-11-07
Manipal College of Medical Sciences,Pokhara,Pokhara,Nepal,"061-440600,440387","155,Pkr",mcoms@mos.com.np,,,	061-440260,2009-11-07
Manmohan Memorial College,Sorhakhutte,Kathmandu,Nepal,00977-1-4360271,,,,,,2011-07-07
Marshyangdi Campus,Lamjung,Lamjung,Nepal,066-520213,,,,,,2009-11-07
Martyer Memorial Multple Campus,Manthali,Ramechhap,Nepal,048-540109,,,9854040006,,,2010-08-04
Mayadevi Technical College,"Dhawaha,Butwal-14",Bhairahawa,Nepal,"071-450012,445168",,info@mayadevi.edu.np,,www.mayadevi.edu.np,	071-445232,2015-09-25
MB Kedia Dental Institute,KediaSewaGram,Birgunj,Nepal,051-528729,"77,Birgunj",,,,,2009-11-07
Mechi Multiple Campus,Bhadrapur,Jhapa,Nepal,023-520044,,,,,,2009-11-07
Medhavi College,Shankhmul,Kathmandu,Nepal,"00977-1-4782561,4782634",,,,www.medhavicollege.edu.np,,2016-10-19
Medicine Campus,RamGhat,Pokhara,Nepal,061-520438,,,,,,2009-11-07
Meditech International Nursing College,Rupandehi,Bhairahawa,Nepal,071-698129,,,9847351222,,,2010-08-05
Mega College,Kumaripati,Lalitpur,Nepal,"5538328,5538621",,mega.college@yahoo.com,,,,2012-06-10
Merryland College,Teenkune,Kathmandu,Nepal,"00977-1-4111578,4111502","10473,Ktm",,,,,2009-11-07
Metro College,NewBaneshwor,Kathmandu,Nepal,"00977-1-4474114,4472385","21436,Ktm",info@rajdhani.edu.np,,www.rajdhani.edu.np,,2009-11-07
Metropolises Colleges,Biratnagar,Biratnagar,Nepal,021-525344,,,,,,2009-11-07
Microbit International College,SrijanaChowk,Pokhara,Nepal,021-531288,,anmalgrg@ntc.net.np,,,,2009-11-07
Milestone Int'l College,Balkumari,Kathmandu,Nepal,"00977-1-5539060,5547582",,,,,,2009-11-07
Milton International College,NewBaneshwor,Kathmandu,Nepal,"00977-1-4472385,4474114",,,,,,2010-09-27
Model Multiple College,Janakpur,Janakpur,Nepal,"041-523666,525408",,,,,	520662,2011-06-29
Modern College of Management,MadhyapurThimi,Kathmandu,Nepal,"00977-1-6632927,6221799",,info@mcm.edu.np,,www.mcm.edu.np,,2010-06-02
Modern Institute of Health Science,Gaighat,Udaypur,Nepal,033-420515,,,9842539370,,,2015-10-05
Modern Nepal College (MNC),Putalisadak,Kathmandu,Nepal,"00977-1-2020052,4252289,4240028",,,,mncollege.edu.np,,2009-11-07
Modern Technical College,Khumaltar,Lalitpur,Nepal,5574251,,mtechcollege@gmail.com,9851106131,,,2010-12-03
Morgan International College,Basundhara,Kathmandu,Nepal,"00977-1-4356876,4389516,4354088",,morganintlcollege@gmail.com,,www.morgancollege.edu.np,,2010-07-01
Moscow International College,Kupondole,Kathmandu,Nepal,00977-1-5524284,,info@moscowcollege.edu.np,,www.moscowcollege.edu.np,,2010-09-27
Mount Annapurna Campus,Poolbari,Pokhara,Nepal,"061-522650,532636","443,Pkr",macpkr@yahoo.com,,,,2009-11-07
MRM Academy,Vanasthali,Kathmandu,Nepal,"00977-1-4360969,4361486,4351095,4386578",,info@mrmcampus.edu.np,,www.mrmcampus.edu.np,,2010-09-29
MVN University,NewBaneshworChowk,Kathmandu,Nepal,"00977-1-4787200,4787300",,info@nibc.edu.np,"00977-9801098004,9801098005",www.nibc.np,,2017-08-02
Myagdi Campus,BeniBazar,Myagdi,Nepal,069-520109,,,,,,2009-11-07
Myaglung Campus,"Myaglung,Tehrathum",Dhankuta,Nepal,026-460120,,,,,,2009-11-07
NAAST College,Dharan,Dharan,Nepal,525651,,,,,,2009-11-07
Nagarjuna College of Information Technology,Hariharbhawan,Kathmandu,Nepal,"00977-1-5010570,5010559",,info@nagarjuna.edu.np,00977-9851073795,www.nagarjuna.edu.np,,2009-11-07
Nami College,Jorpati,Kathmandu,Nepal,00977-1-4917441,"6243,Ktm",admission@nami.edu.np,,www.nami.edu.np,	00977-1-4913381,2015-04-08
Namuna College of Fashion Technology,Bansbari,Kathmandu,Nepal,"00977-1-4377201,4377897,4372081",8975EPC4144,ncft@wlink.com.np,,www.namuna.edu.np,,2009-11-07
Namuna Machhindra Campus,Lagankhel,Lalitpur,Nepal,"5521504,5541967",,,,,,2009-11-07
Narendra Budhi Bhakta Adarsha Campus,Lamjung,Lamjung,Nepal,066-529305,,,,,,2009-11-07
NAS Institute,NewBaneshwor,Kathmandu,Nepal,"00977-1-4785286,4785287",,info@nasa.edu.np,,,,2009-11-07
NASA International College,Tinkune,Kathmandu,Nepal,"00977-1-4460397,4479849,4498538","10315,Ktm",info@nasacollege.com,,www.nasacollege.com,	00977-1-4479850,2010-06-25
NATHM College,Kalimati,Kathmandu,Nepal,"00977-1-4271028,4270605",,nathm@mos.com.np,,www.nathm.edu.np,,2018-01-24
National Academy of Applied Science & Technology,Dharan,Dharan,Nepal,025-525651,,,,,,2009-11-07
National Academy of Science & Technology (NAST),Dhangadhi,Kailali,Nepal,091-521312,,nastdhn@yahoo.com,,,	091-523949,2009-11-07
National Campus,BalKumari,Kathmandu,Nepal,"00977-1-5201331,5201334,016914827",,nationalcampus@nationalcampus.edu.np,,www.nationalcampus.edu.np,,2009-11-07
National Campus for Business Studies,OldBaneshwor,Kathmandu,Nepal,00977-1-4470880,"14350,Ktm",ncbs@info.com.np,,,	00977-1-4482509,2009-11-07
National College for Advanced Learning,Lainchour,Kathmandu,Nepal,00977-1-4352494,,,,,,2009-11-07
National College of Accountancy (NCA),Baneshwor,Kathmandu,Nepal,"00977-1-4495045,4465032",,nca@ntc.net.np,,www.nca.edu.np,	00977-1-4471736,2009-11-07
National College of Computer Studies (NCCS),Paknajol,Kathmandu,Nepal,"00977-1-4251711,4267961","21010,Ktm",info@nccs.edu.np,,www.nccs.edu.np,	00977-1-4269807,2009-11-07
National College of Engineering,Talchhikhel,Lalitpur,Nepal,"5151387,016203600",,info@nce.edu.np,,www.nce.edu.np,	5151360,2011-08-26
National College of Food Science & Technology,Nayabazar,Kathmandu,Nepal,"00977-1-4360096,4360367",,mpaudyal@hotmail.com,,www.nist.edu.np,,2011-09-13
National College of Management & Technical Science,"Ranibari-29,Samakhusi",Kathmandu,Nepal,"00977-1-4352831,4386217",,info@ncmtcollege.edu.np,,www.ncmtcollege.edu.np,,2015-11-03
National College of Technical Sciences,BanasthaliChowk,Kathmandu,Nepal,"00977-1-4350270,4357328","8908,Ktm",ncollege@ncts.com.np,,www.ncts.com.np,	00977-1-4273563,2009-11-07
National Human Resource Development Academy Pvt. Ltd.,Dhanusha,Kathmandu,Nepal,"00977-1-528042,527342",,nhrdanursing@gmail.com,,,,2017-03-03
National Infotech College,Parsa,Birgunj,Nepal,"051-525942,530800",,,,,,2015-09-25
National Institute of IT Professional Studies,NewBaneshwor,Kathmandu,Nepal,00977-1-4104057,"8422,Ktm",info@volunteerallnepal.org,00977-9841726387,www.volunteerallnepal.org,,2011-09-08
National Institute of Science & Technology,Lainchour,Kathmandu,Nepal,"00977-1-4423706,4422050",,,,,,2009-11-07
National Integrated College (NIC),Dillibazar,Kathmandu,Nepal,"00977-1-4430387,4436484",,niccollege@wlink.com.np,,www.nic.edu.np,,2009-11-07
National Medical College,Birgunj,Birgunj,Nepal,"051-532260,522915,522918",,nmcbir@atcnet.com.np,,,	051-532261,2009-11-07
National Vision Nursing Campus,NewBaneshwor,Kathmandu,Nepal,00977-1-4472667,"8670,Ktm",,,,	00977-1-4470938,2009-11-07
Nava Jeewan HSS & College,Samakhusi,Kathmandu,Nepal,"00977-1-4364150,4352173",,navajeewan@yahoo.com,,www.navajeewan.com,,2009-11-07
Navadurga Multiple Campus,Bhaktapur,Kathmandu,Nepal,00977-1-6612067,,,,,,2009-11-07
Ncc Center for Advanced Studies,Imadole,Kathmandu,Nepal,"00977-1-5203084,5202196,5201197",8975EPC1525,info@ncit.net.np,,,	00977-1-5202754,2009-11-07
Nepa School of Social Sciene & Humanities,Battisputali,Kathmandu,Nepal,00977-1-4472807,"25334,Ktm",info@nepaschool.edu.np,,,,2010-01-18
Nepal Academy of Tourism & Hotel Management,Rabibhawan,Kathmandu,Nepal,"00977-1-4270073,4270605",,nathm@mos.com.np,,www.nathm.edu.np,	00977-1-4271780,2009-11-07
Nepal Adarsha Campus,Wailing,Syangja,Nepal,063-440219,,,,,,2009-11-07
Nepal College of Development Studies,Shankhamul,Kathmandu,Nepal,"00977-1-2030346,4782982",,nepalschoolofsocialwork@hotmail.com,,www.nepalschoolofsocialwork.org,,2010-08-17
Nepal College of Engineering & Management,OldBaneshwor,Kathmandu,Nepal,"00977-1-4109181,4109183","24180,Ktm",info@ncem.edu.np,00977-9849255148,www.ncem.edu.np,	00977-1-4109183,2009-11-07
Nepal College of Information Technology,Balkumari,Lalitpur,Nepal,"5006354,5006358",8975EPC1525,info@ncit.edu.np,,www.ncit.edu.np,	5006360,2009-11-07
Nepal College of Management,Dhobighat,Kathmandu,Nepal,"00977-1-5540752,016915638","1138,Ktm",ncm@wlink.com.np,,www.ncm.edu.np,,2009-11-07
Nepal College of Technology,OldBaneshwor,Kathmandu,Nepal,"00977-1-4474169,4472608","956,Ktm",info@neptech.edu.np,,www.neptech.edu.np,	00977-1-4221502,2009-11-07
Nepal College of Travel & Tourism Management,Ratopul,Kathmandu,Nepal,"00977-1-4465930,4465897",,ncttm@ncttm.edu.np,,www.ncttm.edu.np,,2009-11-07
Nepal Commerce Campus,MinBhawan,Kathmandu,Nepal,"00977-1-4482748,4466340,4482344,4478745","2465,Ktm",info@ncc.edu.np,,www.ncc.edu.np,	00977-1-4466340,2009-11-07
Nepal Engineering College,Changunarayan,Bhaktapur,Nepal,"5090744,4371881","10210,Ktm",baburamb@nec.edu.np,,www.nec.edu.np,	5090681,2009-11-07
Nepal Homoeopathic Medical College,RangeliRoad,Biratnagar,Nepal,533933,,homoeopathic@wlink.com.np,,,,2009-11-07
Nepal Institute of Health Science,Boudha,Kathmandu,Nepal,"00977-1-4470224,4471676","21749,Ktm",stupa@healthnet.org.np,,,	00977-1-4493646,2009-11-07
Nepal Law Campus,ExhibitionRoad,Kathmandu,Nepal,00977-1-4225358,"1247,Ktm",,,,,2009-11-07
Nepal Medical College,Attarkhel,Kathmandu,Nepal,00977-1-4911008ext.270,,,,,,2009-11-07
Nepal Mega College,Babarmahal,Kathmandu,Nepal,"00977-1-4252488,4239450",,nepalmegacollege@gmail.com,,www.nepalmegacollege.com,,2011-06-05
Nepal Mountain Academy,Tutepani,Kathmandu,Nepal,"00977-1-5151915,5151904",,admission@man.gov.np,,www.man.gov.np,,2017-08-25
Nepal National Education Academy,Balaju,Kathmandu,Nepal,"00977-1-4350270,4357328",,ncollege@ncts.edu.np,,www.ncts.edu.np,	00977-1-4356571,2009-11-15
Nepal School of Nursing,MohoriyaTole,Pokhara,Nepal,061-520935,"359,Pkr",nsonpokhara@wlink.com.np,,,,2009-11-07
Nepal Science Campus,Putalisadak,Kathmandu,Nepal,00977-1-4228681,,,,,,2009-11-07
Nepal Tourism & Hotel Management College,Chhinnedanda,Pokhara,Nepal,"432333,431678","202,Pkr",tohtlmgt@fewanet.com,,www.tourhotelmgt.edu.np,	432222,2009-11-07
Nepal Vidythapeeth,Maitidevi,Kathmandu,Nepal,"00977-1-4411805,4424431",,mite@lbef.org,,www.lbef.org.,	00977-1-4443468,2009-11-07
Nepalese Army Institute of Health Sciences,Chhauni,Kathmandu,Nepal,"00977-1-4271940,4271941,4271965",,coordinaor@naihs.edu.np,"00977-10160,Ktm",www.naihs.edu.np,,2011-05-11
Nepalgunj Medical College,B.PChowk(HeadOffice),Nepalgunj,Nepal,"081-521572,522932,520834",,ngmc_npj@wlink.com.np,,,	081-521152,2009-11-07
Nepalgunj Medical College,Ramshahpath,Kathmandu,Nepal,"00977-1-4434908,4433073","1011,Ktm",lbea@enet.com.np,,,	00977-1-4430413,2009-11-07
Nepalgunj Nursing Campus,Nepalgunj,Nepalgunj,Nepal,520950,,,,,,2009-11-07
Nesfield International College,Lagankhel,Lalitpur,Nepal,"5525125,5525330,2239637",8975EPC2982,nesfieldcollege@gmail.com,,www.nesfield.edu.np,	5525125,2011-07-12
Neuro Health College,Biratnagar,Biratnagar,Nepal,021-535464,,,,,,2009-11-07
New Millennium College,Dhumbarai-3,Kathmandu,Nepal,00977-1-4427987,,info@nema.edu.np,,www.nema.edu.np,,2016-07-07
New Summit College & Higher Secondary School,OldBaneshwor,Kathmandu,Nepal,"00977-1-4473901,4488410","11749,Ktm",newsummitcollege@gmail.com,,www.newsummit.edu.np,	00977-1-4465186,2009-11-07
NIC College,Dillibazar,Kathmandu,Nepal,"00977-1-4442098,4442722",,niccollege@wlink.com.np,,www.nic.edu.np,,2009-11-07
Nicholson College (HSS),Sallaghari,Bhaktapur,Nepal,"6610662,6615931","54,Bkt",nicholson@enet.com.np,,,,2009-11-07
Nil Kantha Campus,Dhading,Dhading,Nepal,010-520106,,,,,,2009-11-07
Nirvana College,kumaripati,Lalitpur,Nepal,5535872,,info@nirvanacollege.edu.np,"9801124563,9801124572",www.nirvanacollege.edu.np,,2011-04-18
Nist Higher Education Complex,Naybazar,Kathmandu,Nepal,"00977-1-4360096,4360367,016224343",,,,,,2009-11-07
Nobel College,Sinamangal,Kathmandu,Nepal,"00977-1-4110525,4110590,2062330","10420,Ktm",infocollege@nobelcollege.edu.np,,www.nobelcollege.edu.np,	00977-1-4110880,2009-11-07
Nobel College of Medical Science,Sinamangal,Kathmandu,Nepal,"00977-1-4110525,4110590,2062330",,info@nobelcollege.edu.np,,www.nobelcollege.edu.np,,2011-07-06
Nobel Medical College,Putalisadak,Kathmandu,Nepal,00977-1-4426149,"20650,Ktm",info@nobelmedicalcollege.edu.np,00977-4441079,www.nobelmedicalcollege.edu.np,,2009-11-07
Norvic Business College,Kamaladi,Kathmandu,Nepal,"00977-1-4438293,4419306",,,,www.norviceducations.edu.np,,2017-09-13
Nova International College,NewBaneshwor,Kathmandu,Nepal,"00977-1-4107030,4107311",,info@novainternationalcollege.edu,,www.novainternationalcollege.edu.np,,2011-05-19
Novel Academy Graduate School of Nursing,NewRoad,Pokhara,Nepal,061-535629,,novel@fewanet.com.np,9856020197,www.novel.edu.np,,2011-02-11
Novodit College,Samakhushi,Kathmandu,Nepal,"00977-1-4352273,4360281",,,,,,2009-11-07
NTP College,Mid-Baneshwor,Kathmandu,Nepal,00977-1-4485330,,info@bpxicollege.edu.np,00977-9801047863,,,2018-01-24
NTP Tourism Affairs (P.) Ltd.,Kantipath,Kathmandu,Nepal,"00977-1-4266611,4254104/06",,info@iataacademy.com,,www.iataacademy.com,,2009-11-07
Nursing Campus,Nepalgunj,Nepalgunj,Nepal,081-520160,,,,,,2009-11-07
Nursing Campus,Maharajgunj,Kathmandu,Nepal,"00977-1-4720423,4721266",,,,,,2009-11-07
Nursing Campus,Biratnagar,Biratnagar,Nepal,021-522882,,,,,,2009-11-07
Nuwakot Adarsha Campus,"Battar,Nuwakot",Nuwakot,Nepal,010-560157,,,,,,2009-11-07
Oasis medical college Teaching Hospital,Bharatpur-10,Chitwan,Nepal,"056-530577,533472,533473",,,,www.omc.edu.np,,2015-09-27
Okhaldhunga Campus,Okhaldhunga,Okhaldhunga,Nepal,"037-520249,520217",,,,,,2009-11-07
Om Health Campus Pvt. Ltd.,Chabahil,Kathmandu,Nepal,"00977-1-4822447,4822448,4822451",,info@omcampus.com.np,,www.omcampus.com.np,,2009-11-07
Om Mahavidhalaya,"Santpur,Rautahat",Gaur,Nepal,055-540185,,,,,,2009-11-07
Orbit International College,Kalanki,Kathmandu,Nepal,00977-1-4286231,,info@orbit.edu.np,,www.orbit.edu.np,	00977-1-4441275,2010-09-29
Orchid International College,Gaushala,Kathmandu,Nepal,00977-1-4479744,,info@oic.edu.np,,www.oic.edu.np,,2010-08-31
Oscar International Film College,Jayabageshwori,Kathmandu,Nepal,00977-1-4466066,,info@oscar.edu.np,,www.oscar.edu.np,,2010-06-23
Oxford College of Engineering & Management,Gaindakot,Nawalparasi,Nepal,056-501078,,hari_oci@hotmail.com,9855055710,,,2011-03-02
Padhmashree Int'l College,Sitapaila,Kathmandu,Nepal,00977-1-2111404,,,,,,2009-11-07
Padma Kanya Multiple College,Bagbazar,Kathmandu,Nepal,"00977-1-4221712,4224149",,pkcampus@wlink.com.np,,,	00977-1-4258113,2009-11-07
Padmashree International College,Tinkune,Kathmandu,Nepal,"00977-1-2111404,4112252","464,Ktm",padmashree@ntc.net.np,,www.pic.edu.np,	00977-1-5523648,2009-11-07
Paklihawa Campus,Rupandehi,Bhairahawa,Nepal,"071-520580,520191",,,,,,2009-11-07
Palhi Campus,Nawalparasi,Nawalparasi,Nepal,078-520147,,,,,,2009-11-07
Panchthar Campus,"Phidim,Panchthar",Taplejung,Nepal,024-520159,,,,,	520075,2009-11-07
Panini Campus,Arghankhanchi,Arghakhanchi,Nepal,077-420206,,,,,,2009-11-07
Parashar College,Damauli,Tanahu,Nepal,065-561728,,,9846043434,,,2010-08-04
Paschimanchal Campus,Pokhara,Pokhara,Nepal,"061-520463,440093,440958",,,,,,2009-11-07
Pashupati Multiple Campus,Chabahil,Kathmandu,Nepal,"00977-1-4470412,4468363/364",,,,,,2009-11-07
Patan Academy OF Health Science (PAHS),Lagankhel,Kathmandu,Nepal,"00977-1-5539003,5545152",,,,,,2017-03-03
Patan Multiple Campus,PatanDhoka,Lalitpur,Nepal,"5521394,5526394","8554,Ktm",,,,	5548469,2009-11-07
Patanjali Ayurvedic Medical College & Research Center,Dhulikhel-07,Kathmandu,Nepal,"00977-1-4370406,4371244",,pamcarc@gmail.com,00977-9814202044,,,2017-03-15
Pathibhara Campus,Taplejung,Taplejung,Nepal,024-460228,,,,,,2009-11-07
PEA Association Pvt. Ltd.,Thapathali,Kathmandu,Nepal,00977-1-4245730,,peabe@wlink.com.np,,,,2011-11-09
Pentagon International College,Tinkune,Kathmandu,Nepal,"00977-1-4112455,4112324,4112325",,info@pentagonintl.com,,www.pentagon.edu.np,,2009-11-07
People's Campus,Pakanajol,Kathmandu,Nepal,"00977-1-4251990,4251412","20336,Ktm",pcampus@wlink.com.np,,,	00977-1-4257506,2009-11-07
Phoenix College of Management,BijuliBazar,Kathmandu,Nepal,"00977-1-4491697,4461372",,info@phoenixcollege.edu.np,00977-9851037492,www.phoenixcollege.edu.np,,2015-10-11
Phulchowki Mahavidhalaya,Thaiba,Kathmandu,Nepal,00977-1-5560582,,,,,,2009-11-07
Pindyeswor Vidhyapeeth,Dharan-14,Dharan,Nepal,520285,,,,,,2009-11-07
Pinnacle College,Lagankhel,Lalitpur,Nepal,"5544023,5524723",,,,,,2009-11-07
Platinum Management College,Kalikasthan,Kathmandu,Nepal,"00977-1-4420928,4442717",,info@platinumcollege.edu.np,,www.platinumcollege.edu.np,,2010-08-04
Pokhara Campus,Pokhara,Pokhara,Nepal,521689,,,,,,2009-11-07
Pokhara College of Management Studies,NewRoad,Pokhara,Nepal,527128,,pcm@phewamail.com.np,,,	527128,2009-11-07
Pokhara College of Technology,Simalchaur,Pokhara,Nepal,"061-523163,5534683,532844","42,Pkr",pct@mail.com.np,,www.pct.edu.np,	061-5539304,2009-11-07
Pokhara Engineering College,Phirke,Pokhara,Nepal,"061-531209,528530","540,pkr",info@pec.edu.np,,www.pec.edu.np,	061-528530,2009-11-07
Pokhara Multiple Campus,Pokhara,Pokhara,Nepal,061-521113,,,,,,2009-11-07
Pokhara Nursing Campus,Pokhara,Pokhara,Nepal,061-520438,,,,,,2009-11-07
Pokhara University,GyaneshworLaisonOffice,Kathmandu,Nepal,"00977-1-4412196,4440905","427,Ktm",,,www.pu.edu.np,	00977-1-440904,2009-11-07
Pokhara University (Faculty of Management Studies),Pokhara,Pokhara,Nepal,061-561698,,,,www.pu.edu.np,	061-561697,2009-11-07
Pokhara University School of Business,Dhungepatan,Pokhara,Nepal,061-561547,"201,Pkr",,,www.pu.edu.np,	061-561696,2010-07-11
Premier College,NewBaneswor,Kathmandu,Nepal,"00977-1-4107198,4107138",,nfo@premiereducation.org.np,00977-9849260299,www.premiereducation.org.np,,2009-11-07
Presidency College of Management Sciences,BharatpurHeight,Chitwan,Nepal,"056-524278,525717",,info@pcms.edu.np,,www.pcms.edu.np,,2015-12-03
Presidential Business School,Bijulibazar,Kathmandu,Nepal,"00977-1-4482306,4497706","25840,Ktm",info@presidential.edu.np,,www.presidential.edu.np,	00977-1-4780005,2011-06-30
Prime College,NayaBazar,Kathmandu,Nepal,"00977-1-4360180,4360182","9809,Ktm",info@prime.edu.np,,www.prime.edu.np,	00977-1-4362480,2009-11-07
Prithvinayaran Campus,Pokhara,Pokhara,Nepal,061-526837,,,9856020384,,,2010-08-29
Progress Higher Secondary School,Dhobhighat,Lalitpur,Nepal,"5550676,5537314","20278,Ktm",info@progress.edu.np,,www.progress.edu.np,,2009-11-07
Public Administration Campus,Jamal,Kathmandu,Nepal,00977-1-4251872,"1509,Ktm",,,,,2009-11-07
Public Campus,Morang,Biratnagar,Nepal,021-524955,,,,,,2009-11-07
Public Youth Campus,Dhobichour,Kathmandu,Nepal,"00977-1-4259141,4259142",,bttm@pyc.edu.np,,www.pyc.edu.np,,2009-11-07
Pulchowk Campus,CivilDept.,Kathmandu,Nepal,00977-1-5525477,"1915,Ktm",,,,	00977-1-5525830,2009-11-07
Pulchowk Campus,MechanicalEngg.Dept.,Kathmandu,Nepal,00977-1-5542053-54,"1915,Ktm",,,,	00977-1-5525830,2009-11-07
Purbanchal Campus,Dharan,Dharan,Nepal,"025-520120,520410",,,,,,2010-09-06
Purbanchal University,KathmanduContactOffice,Kathmandu,Nepal,00977-1-4493072,,,,,,2009-11-07
Purbanchal University,Biratnagar,Biratnagar,Nepal,"522165,534800","142,Biratnagar",purbuniv@ccsl.com.np,,,	521204,2009-11-07
Purwanchal Campus,Dharan,Dharan,Nepal,025-520405,,,,,,2009-11-07
Pyramid International College,Gaushala,Kathmandu,Nepal,"00977-1-4477140,4477141,4477142","7842,Ktm",info@pyraidinternational.edu.np,,www.pyraidinternational.edu.np,	00977-1-4477142,2009-11-07
Quest International College,Gwarko,Lalitpur,Nepal,"5547669,5521950",,info@quest.edu.np,,www.quesr.edu.np,,2010-08-22
Radha Damodar Sanskrit Vidhyapeeth,Syanja,Palpa,Nepal,075-529302(PCO),,,,,,2009-11-07
Rainbow International College,Dallu,Kathmandu,Nepal,"00977-1-4280842,4281090,4278169",,,,,,2009-11-07
Rajdhani Model College,OldBaneshwor,Kathmandu,Nepal,"00977-1-4471162,4465705",,info@rmccollege.edu.np,,rmccollege.edu.np/,,2017-08-25
Ram Mani Campus,Manigram,Bhairahawa,Nepal,560226,,,,,,2009-11-07
Ram Raja Mohan Bikram Shah Campus,"Bhawanipur,Bara",Bara,Nepal,053-550204,,,,,,2009-11-07
Ramailo Campus,Morang,Biratnagar,Nepal,"021-528002,525089",,,,,,2009-11-07
Ramananda Bisheshwor Mahendra Campus,"Jaleshwor,Mahottari",Sarlahi,Nepal,044-520144,,,,,,2009-11-07
Ramshwaroop Ramsagar Multiple Campus,Janakpur,Janakpur,Nepal,041-520174,,,,,,2009-11-07
Rapti Engineering College,Ghorahi,Dang,Nepal,082-562601,,,9857831684,,,2011-09-04
Ratna Rajya Laxmi Campus,ExhibitionRoad,Kathmandu,Nepal,00977-1-4225819,,,,,,2009-11-07
Reliance College,Chabahil,Kathmandu,Nepal,"00977-1-4810529,4811552",,,,,,2010-04-19
Reliance International Academy,Chabahil,Kathmandu,Nepal,"00977-1-4478836,9851055016","809,ktm",ria@mail.com.np,,www.rianepal.edu.np,	00977-1-4811763,2009-11-07
Republica College,Kupondole,Kathmandu,Nepal,"00977-1-5528307,5521235",,info@republicacollege.edu.np,,www.republicacollege.edu.np,,2011-06-15
Resunga Campus,Gulmi,Gulmi,Nepal,079-520145,,,,,,2009-11-07
