Name,Address,P.O.Box,Phone,Mobile,Email,Webpage,Fax,Country
Pokhara Nursing Campus,Pokhara,,520438,,,,,
Pokhara University,Gyaneshwor,"427,Ktm","4412196,4440905",,contact-office@pu.edu.np,,,
Pokhara University (Faculty of Management Studies),Pokhara,,561698,,,,561697,
Prabidhik Shiksha Tatha Babasaik talim Parisad,Sanothimi,,"6630408,6631458",,,,,
Pragya Commerce College,Thamel,,"4417028,4411894",,,,,
Prasadi Academy,Manbhawan,,5530562,,,,,
Premier College,Kathmandu,,"4467468,4469736",,,www.premiereducation.org.np,,
Prime College,NayaBazar,"9809,Ktm","4360180,4360182",,info@prime.edu.np,www.prime.edu.np,4362480,
Prime College,NayaBazar,,"4360180,4360182,4890086",,dineshshrestha@prime.edu.np,,,
Princeton College,Kumaripati,,5537556,,,,,
Prithivinarayan Campus,Pokhara,,"526837,520142,520143",,,,,
Prithwi Secondary Boarding School,Basundhara,,4354163,,prithwi@mos.com.np,,,
Progress Higher Secondary School,Dhobhighat,"20278,Ktm","5550676,5537314",,info@progress.edu.np,www.progress.edu.np,,
PTI College,Jawalakhel,,5536298,,aberdeen.aies@gmail.com,,,
Public Administration Campus,Jamal,"1509,Ktm",4251872,,,,,
Public Campus,Morang,,524955,,,,,
Public Youth Campus,Dhobichour,,"4251025,4251207",,pyc@info.com.np,,4251207,
Pulchowk Campus,CivilDept.,"1915,Ktm",5525477,,,,5525830,
Pulchowk Campus,MechanicalEngg.Dept.,"1915,Ktm",5542053-54,,,,5525830,
Purbanchal University,KathmanduContactOffice,,4493072,,,,,
Purbanchal University,Biratnagar,"142,Biratnagar","522165,534800",,purbuniv@ccsl.com.np,,521204,
Purwanchal Campus,Dharan,,520405,,,,,
Pyramid Int'l College,"Pingalasthan,Gaushala","7842,Ktm","4477140,4477141,4477142",,info@pyramidinternational.edu.np,www.pyramidinternational.edu.np,4477143,
Pyramid International College,"Pinglasthan,Gaushala",,"4477140,4477141,4477142",,info@pyramidinternational.edu.np,www.pyramidinternational.edu.np,4477143,
Quest International College,Gwarko,"286,Ktm","5547669,5521950",,info@quest.edu.np,www.quest.edu.np,2040259,
Radha Damodar Sanskrit Vidhyapeeth,Syanja,,075-529302(PCO),,,,,
Rainbow International College,Chhauni,,4280842,,,,,
Ram Mani Campus,Manigram,,560226,,,,,
Ram Raja Mohan Bikram Shah Campus,"Bhawanipur,Bara",,053-550204,,,,,
Ramailo Campus,Morang,,"528002,525089",,,,,
Ramananda Bisheshwor Mahendra Campus,"Jaleshwore,Mahottari",,044-520144,,,,,
Ramshwaroop Ramsagar Campus,Janakpur,,520174,,,,,
raswati Multipale Campus,Lainchour,,4411971,,,,,
Ratna Rajya Laxmi Campus,ExhibitionRoad,,4225819,,,,,
Rehdon Higher Secondary School & College,Samakhushi,"9960,Ktm","4352761,4364106",,rehdon@info.com.np,www.rehdoncollege.edu.np,,
Reliance International Academy,Chabahil,"809,ktm","4478836,4461445,9851055016",,ria@mail.com.np,www.rianepal.edu.np,4811763,
Republica International College,Kupondole,,"5521235,5528307",,info@advanceacademy.edu.np,www.advancedacademy.edu.np,,
Research Division University Grants Commission,Sanothimi,"10796,Ktm","6638548,6638550",,ugc@ugcnepal.edu.np,www.ugcnepal.edu.np,6638552,
Resunga Campus,Gulmi,,079-520145,,,,,
RIBS College of Advanced Learning,Kalankisthan,,"4312257,4312317",,ymb@wlink.com.np,www.nepal-schools.com/ribs,,
Royal  Nepal Academy of Science &Technology,Lalitpur,,5547714/22,,,,,
Royal Medical College,Kapan,"3874,Ktm",4810500,,rmcollege@enet.com.np,www.rmc.edu.np,4810781,
Royal Nepal Academy,Kamaladi,,"4224590,4221283",,,,,
Ruru Sanskrit Vidhyapeeth,Gulmi,,079-529440,,,,,
Russian Cultura lCentre,Kamalpokhari,,4415453,,,,,
S.S.M. Yadav Campus,Siraha,,033-520082,,,,,
S.V. Academy College,Buddhanagar,,"4783913,4784444",,mail@svacademy.edu.np,,,
Saan Institute Of Nursing (SION),Baluwater,,4473150,,,,,
Sagarmatha College,Dharan-10,,520263,,,,,
Sagarmatha Multiple College,Dillibazar,"19363,Ktm","4433334,4433810",,info@smcollege.edu.np,www.smcollege.edu.np,4433190,
Saheed Campus,"Rampur,Palpa","19363,Ktm",075-529412,,,,,
Sainik Memorial Academy,Kumaripati,,5537556,,,,,
Saipal Academy,NewBaneshwor,,4473749,,,,,
Saipal Academy,Sukedhara,,4378154,,,,,
Sankalpa  Professional Academy,SankhamulMarga,,4784880,,sankalpa2sankalpa.edu.np,www.sankalpa.edu.np,,
Sankhuwasabha Multiple Campus,"Chainpur,Sankhuwasabha",,029-570208,,,,,
SANN International College,Gairidhara,"5582,Ktm","4420509,4430840",,info@sann.edu.np,,4421803,
Sanothimi Campus,Bhaktapur,,"6630790,6610783,6630283",,,,,
Sanothimi PrabidhikShikshalaya,Sanothimi,,"6630388,6631279",,,,,
Sarada Vidhyapeeth,Kanchanpur,,099-521061,,,,,
Saraswati Multiple Campus,LekhnathMarg,,"4412272,4411971",,,,,
Saraswoti Kunj Higher Sec. School & College,Gyaneshwor,11764,4440992,,,,,
Sarlahi Campus,"Malangwa,Sarlahi",,046-520373,,,,,
Schems College,Maharajgunj,,"4721296,4720995",,schems_college@hotmail.com,www.schemscollege.edu.np,,
School of Environmental Mgt.Sustainable Dev (SCHEMS),NewBaneshwor.,,4486803,,schems@wlink.com.np,,4460317,
School of Geomatics,Gaushala,,4492576,,,,,
Seti-Mahakali Nursing Campus,Mahendranagar,,"099-524498,521917",,,,521501,
Shahid Smarak College,Kirtipur,,"4330279,4333937",,,,,
Shanker Dev Campus,RamshahPath,8974CPC370,"4226931,4226490",,,,,
Shanti Nikunj School,BhagwatiBahal,,4258145,,,,,
Shepherd College of Media Technology,Bhatbateni,"P.O.Box8269,ktm","4410210,4438342",,info@shepherd.edu.np,www.shepherd.edu.np,,
Shikhar Academy,Jawalakhel,,"5545629,5523191",,,,,
Shramik Shanti Campus,Chyashal,,5526456,,,,,
Shree Mahalaxmi Campus,Lubhu,,5580096,,,,,
Shree Medical & Technil College,Chitwan,,527879,,,,,
Shree Medical & Technological College,Bharatpur,,527897,,,,,
Shubha Shree College,Teenkune,,4460397,,,,,
Siddhanath Science Campus,Mahendranagar,,099-521220,,,,,
Siddhartha Banasthali Science Campus,Balaju,,4353099,,rupak@siddhartha.wlink.com.np,,4350078,
Siddhartha Gautam Buddha Campus,Rupandehi,,520135,,,,,
Siddhartha Multiple Campus,Mahendranagar,,099-521253,,,,,
Siddhartha University,Thaina,,5530607,,siddharthauniversity@hotmail.com,www.siddharthauniversity.org.np,5534967,
Siddhartha Vanasthali Institute,Balaju,,"4350075,4350884",,rupak@sidarth.wlink.com.np,,4352078,
Sigma College,Sorhakhutte,,4358484,,,,,
Silkroad International College,Basundhara,,4374168,,,,,
Silver Mountain Graduate Business School,Lazimpat,,2023846,,,,,
Silver Mountain School of Hotel Management,Lainchour,"8856,Ktm","4429151,4415038",,bhm@silvermountain.edu.np,www.silvermountain.edu.np,4444086,
Silver Mountain School of Hotel Management,Lainchaur,,"4415038,4429151",,bhm@silvermountain.edu.np,www.silvermountain.edu.np,,
Sindhuli Campus,Sindhuli,,047-520147,,,,,
Sirjana College of Fine Arts,Lazimpat,"10708,Ktm","4412634,4418455",,sirjana@infoart.com.np,,,
SM College Sagarmatha Multipile College,Dillibazar,,"4433334,4433810",,info@smcollege.edu.np,,977-1-4433190,
Snatak Campus,Darchula,,093-420238,,,,,
Snatakottar Campus,Biratnagar,,526327,,,,,
Softwarica College of IT & E-Commerce,PutalisadakChowk,,"4238441,4229591",,info@softwarica.com.np,www.softwarica.edu.np,,
Solukhumbhu Campus,"Solu,Solukhumbhu",,038-620225,,,,,
South Asian Institute of Technology (SAIT),"Sundhara,Patan","944,Ktm",5536975,,info@sait.edu.np,www.sait.edu.np,5536975,
Southwestern State College,Basundhara,8975EPC5343,"4355457,4355458",,info@southwestern.edu.np,www.southwestern.edu.np,4356482,
Southwestern State College Kathmandu,Basundhara,8975,"4355457,4355458",,rajendra@southwestern.edu.np,,,
Sringiswor Campus,Gulmi,,079-529334,,,,,
St. James College,Siphal,8973NPC808,4462650,,,,,
St. James College,Siphal,,4494765,,,,,
ST. Laurance College,Chabahil,,4487864,,,,,
St. Lawrence College,Chabahil,"1221,Ktm","4487864,4460996",,info@stlawrence.edu.np,www.stlawrence.edu.np,,
St. Xavier's College,Babarmahal,"7437,Ktm",4244636,,ktm@sxc.edu.np,sxc.edu.np,,
ST.Lawrence College,Chabahil,1221,"4469666,4487864,4461666",,info@stlawrence.edu.np,www.stlawrence.edu.np,00977-1-4460996,
Standard Chartered College,NewBaneshwor,,"4115690,4488312",,,,4472083,
Study Plus,Putalisadak,4246352,4266716,,go@studyplus.edu.np,www.studyplus.edu.np,,
Sukuna Campus,"Indrapur,Morang",,539717,,,,,
Sunkoshi Campus,"Ratamata,Sindhuli",,047-520190,,,,,
Sunway International Business School,Mid-Baneshwor,21900,"4464524,4464525",,info@sunway.edu.np,www.sunway.edu.np,,
Surkhet Campus,Birendranagar,,"083-520298,520125",,,,,
Sushma Koirala Memorial Nursing Campus,Battisputali,,"4489288,4488375",,skmnc@skmt.org.np,www.skmnc-ktm.com,4470112,
SV Academy Multiple College,NewBaneshwor,,"47893913,4784444",,,www.svacademy.edu.np,,
Swami Vivekananda Faculty of Tourism,KediaSewaGram,"20,Birgunj","528793,522092",,kedia@atcnet.com.np,,522086,
Sworga Dwari Campus,Pyuthan,,086-460089,,,,,
Takshashila Academy,Samakhusi,,"4357332,4410049,4354269",,info@tsa.edu.np,www.tsa.edu.np,,
Tansen Multiple Campus,Palpa,,075-520597,,,,,
Tej Ganga Mahavidhalaya,Panauti,,661028,,,,,
Texas Int'l College,"Mitrapark,Chabihal",1447,4479017,,info@texasintl.edu.np,www.texasintl.edu.np,977-1-4470469,
Texas Int'l College,"Mitrapark,Chabahil","1447,Ktm","4479017,9751002042",,info@texasintl.edu.np,www.texasintl.edu.np,4470469,
Thaames International College,Battisputali,,"4473219,4472672",,,,,
Thakur Ram Multiple Campus,AdarshaNagar,,"522187,522580",,,,,
Thames International College,OldBaneshworKTM.,1195,"4464584,4465660",,info@thamescollege.edu.np,www.thamescollege.edu.np,,Nepal
Thapathali Campus,Thapathali,"280,Ktm","4246307,4246465",,tcampus@mos.com.np,,4247340,
The Monach Galaxy College Of Hotel Management,Gyaneshwor,,4415873,,,,,
The New Summit College,OldBaneshwor,,"4473672,4414431,4414737",,,,,
The School of Pharmaceutical & Biomedical Sciences,Simalchaur,,"532767,528467",,pubasnet@fewanet.com.np,,539218,
The Times International College,Dillibazar,,"4418046,4420928,4442717",,,,4466795,
Tikapur College,"Tikapur,Kailali",,091-560088,,,,,
Tilottama Campus,"TilottamaNagar,Butwal","41,Butwal","548659,542659",,tillotma_btw@wlink.com,,548659,
Training Institute for Technical Instruction,Sanothimi,"5694,Ktm","6630187,6630409",,info@titi.org.np,www.titi.org.np,6630289,
Tribhuvan Adarsha Campus,"Putalibazar,Syanja",,063-420214,,,,,
Tribhuvan Multiple Campus,Palpa,,075-520114,,,,,
Tribhuvan University,Kirtipur,"8212,Ktm","4330433,4330434",,vcoffice@healthnet.org.np,www.tribhuvan-university.edu.np,4331964,
Tribhuvan University (Office of the Examination Controller),Balkhu,,4283913,,,,,
Trichandra Multiple Campus,Ghantaghar,,4244047,,,,,
Trijuga Janata Campus,"Gaighat,Udaypur",,035-420504,,,,,
Trinity International College,Dillibazar,,"4445955,4445956",,info@trinitycollege.edu.np,www.trinitycollege.edu.np,4437867,
Trinity International College,"Dillibazar,Height",26111,"4445955,",,ipsubedi@trinitycollege.edu.np,www.trinitycollege.edu.np,4437867,
Triton International College,"Tinkune,Suvidhanagar",,"4460350,2230453",,info@triton.edu.np,,,
Udaya Shree Campus,Udayapur,,035-421037,,,,,
Uniglobe College,NewBaneshwor,,4115690,,,,,
Unique Academy College,Kumaripati,,5537530,,,,,
Unique College of Management,Kumaripati,,5538625,,,,,
United Academy,"Kumaripati,lalitpur",8975,"55375630,55375420",,uacademy@wilink.com.np,,5537587,
United College,Kumaripati,8975EPC1195,"5537530,5537520",,uacademy@wlink.com.np,,5537587,
Universal College,MaitiDeviChowk,"10414,Ktm","4442775,4428321",,univcollege@wlink.com.np,www.uc.edu.np,4443532,
Universal College of Medical Sciences,Bhairahawa,,521752,,ucmshr@btw.wlink.com.np,,,
Universal College of Medical Sciences,Kamladi,8975EPC5383,4240384,,,,4254066,
Universal College Preparatory School,"tudaiDevi,Baluwater",,"4442775,4428321",,,,,
Universal Science Collage,NewChukupat,"8975,EPC2152",5260419,,usc@universalsc.edu.np,www.universalsc.edu.np,,
Universal Science College,Maitidevi,,"4442775,2042546,4428321",,uscollege@wlinkcom.np,www.uscollege.edu.np,,
Urlabari Campus,"Urlabari,Morang",,540061,,,,,
V. S. Niketan College,Minbhawan,"2751,Ktm","4495073,4482715",,info@vsniketan.edu.np,www.vsniketan.edu.np,4478379,
Valley College of Technical Science,MIdBaneshwor,,"4476302,9741180956",,,,,
Valley Public College,Galfutaar,,"4650439,4370987,4376215",,,,,
Vinayak College of Health Science,Battisputali,8975EPC6001,"4464505,9841295414",,,,4482519,
Viswa Niketan Higher Secondary School,Tripureshwor,,4248838,,,,,
Viswa Niketan Science Campus,Balaju,"8908,Ktm","4350270,4357328",,ncollege@ncts.edu.np,,4356571,
Waling Campus,"Waling,Syanja",,063-440224,,,,,
Welhams Education Network Pvt. Ltd.,Jawalakhel,,"5520509,5551874",,welhams@wlink.com.np,www.welhamscollege.com,,
Welhams educational Network Pvt. Ltd.,Jawalakhel,,5520509,,welhams@wlink.com.np,www.welhamscollege.com,,
Western Region Engineering Campus,Deep,,440158,,,,,
White Gold International College,TinkuneKathmandu,,"4464456,4464457",,whitegoldeducationa@gmail.com,www.whitegold.edu.np,,
White House Educational Network,NewBaneshwor,,4487562,,,,,
Whitefield College,NayabazarTownPlanning,,"4251733,4249538",,info@ref.edu.np,www.ref.edu.np,,
Whitefield College & School,ChhetrapatiNayabazar,,"4263452,4251733,4249583",,info@ref.edu.np,www.ref.edu.np,,
Whitegold International HSS/Collage,Tinkune,,"4464456,4464457",,whitegoldeducation@gmail.com,www.whitegold.edu.np,,
WhiteHouse GSM,NewBaneshwor,,"4466531,4466532",,gsm@whitehouse.edu.np,www.whitehouse.edu.np,4466533,
WhiteHouse HSS & College,Satdobato,,"5537852,5536741,5560542",,,www.whitehouse.edu.np,5536741,
WhiteHouse School of Hotel Management,Satdobato,,"5541179,5548772",,whitehousecollege4@gmail.com,www.whitehouse.edu.np,5548772,
Wigan & Leigh College,"NeenaHome,Ratopul",,"2003830,2003831",,,www.wlci.in,,
Wittenborg Institute Kathmandu,Thapathali,,4231710,,info@wittenborg.asia,www.wittenborg.asia,4231710,
WLC COLLEGE NEPAL,ratopulGaushala-7,,4466313/4466779,9849099380,sushil.acharya@wlci.in,,,Nepal
WLC College Nepal,"NeenaHome,Ratopul,Gaushala-7Kathmandu,Nepal.",,+977-11-2003830,,kathmandu@wlci.in,www.wlcnepal.com/,,Nepal
World Link Communication,NewBaneshwor,"8207,Ktm","4471583,4472587",,info@wlink.com.np,www.worldlinkcommunication.com,,
Xavier Academy,Lazimpat,"833,Ktm","4430025,4424289",,info@xa.edu.np,www.xa.edu.np,4424287,
Xavier International College,Kalopul,"P.O.Box23603,Ktm","4439471,4439472,4439491",,info@xavier.edu.np,www.xavier.edu.np,4439492,
Ya. Wa. La. Na. Vidhyapeeth,Mahottari,,044-529532,,,,,
Yeti Health,Lazimpat,,"4428349,4418134",,info@yhsa.edu.np,www.yhsa.edu.np,4439512,
Yogendra Thakur Educational Academy,Lahan,,033-560334,,beamael@brt.wlink.com.np,,,
Youth Vision College,Balaju,,4353622,,yvc@enet.com.np,www.youthvisioncollege.com,,
Zenith Study Center Pvt. Ltd.,Kupondole,,5524901,,admin@nps.edu.np,www.nps.edu.np,,
